property_rights,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,trade_freedom,investment_freedom,financial_freedom
60.0,53.5,67.7,72.9,61.7,84.7,75.0,70.7,72.7,70.0,30.0
20.0,15.9,24.1,46.2,80.0,81.9,24.9,43.3,55.2,50.0,40.0
50.0,41.6,59.7,68.7,69.1,70.0,74.5,54.4,76.1,55.0,60.0
30.0,25.7,56.5,92.9,85.0,87.3,74.4,86.7,78.2,40.0,50.0
90.0,84.2,71.5,72.9,32.9,94.3,91.2,59.1,87.9,70.0,60.0
10.0,19.3,26.1,63.3,64.0,59.1,34.5,22.2,54.2,5.0,10.0
30.0,26.7,46.3,86.5,81.3,67.2,83.1,78.5,85.5,70.0,70.0
30.0,30.4,28.5,92.7,75.6,67.5,78.1,49.7,87.5,75.0,70.0
40.0,33.0,56.6,77.2,69.4,79.9,84.6,75.6,75.1,85.0,50.0
50.0,44.0,52.5,77.5,63.5,93.6,67.6,59.7,84.5,70.0,60.0
50.0,31.5,54.3,79.4,77.8,13.2,37.7,74.0,65.6,35.0,40.0
90.0,72.3,63.4,76.5,83.8,91.7,69.3,69.3,82.0,90.0,70.0
35.0,39.6,60.7,91.4,70.7,78.1,81.0,78.8,85.9,60.0,60.0
90.0,91.9,91.5,91.2,91.2,80.0,96.8,96.5,90.0,85.0,80.0
20.0,28.6,25.4,86.7,74.8,93.4,74.6,91.2,79.5,35.0,20.0
30.0,26.1,37.1,79.2,92.3,97.2,59.9,49.7,75.5,60.0,50.0
10.0,23.4,36.0,80.6,85.9,91.7,62.3,41.7,41.4,0.0,10.0
40.0,42.8,64.2,87.3,69.7,93.5,87.8,91.2,88.6,80.0,60.0
40.0,41.1,56.5,69.4,45.8,67.2,61.4,39.4,87.4,80.0,60.0
25.0,20.0,42.9,82.3,76.2,82.4,64.9,73.1,70.2,50.0,50.0
20.0,19.2,22.1,94.6,60.2,78.9,74.2,83.8,75.2,60.0,50.0
70.0,59.7,69.2,80.3,84.7,90.8,93.9,53.1,85.8,70.0,60.0
20.0,35.0,65.4,69.9,82.9,85.9,49.7,61.9,71.8,30.0,30.0
30.0,34.0,29.4,84.3,78.7,86.1,73.0,39.4,74.2,75.0,70.0
40.0,33.4,48.3,84.9,86.3,30.4,74.4,59.2,73.6,40.0,40.0
15.0,18.6,41.4,86.6,86.7,61.2,60.7,54.9,58.6,35.0,20.0
50.0,43.6,58.9,84.6,54.9,95.3,82.5,68.5,87.8,85.0,50.0
30.0,6.7,48.7,82.1,74.2,50.0,71.6,67.2,67.8,40.0,50.0
70.0,66.6,48.7,97.3,84.1,59.0,70.7,81.5,52.2,30.0,70.0
10.0,16.9,25.3,80.3,66.3,83.6,33.3,68.5,70.4,40.0,30.0
45.0,31.9,44.2,78.0,63.0,28.1,38.9,60.3,72.7,50.0,50.0
25.0,23.9,17.6,81.7,75.8,77.1,38.0,53.1,69.0,50.0,40.0
70.0,70.6,66.8,77.4,68.0,71.1,74.5,68.1,82.5,80.0,30.0
50.0,40.4,43.7,85.4,83.3,9.5,62.6,60.2,64.8,70.0,60.0
40.0,33.3,44.3,71.3,64.1,60.6,76.2,31.5,58.8,70.0,60.0
10.0,11.6,17.6,86.9,89.2,89.2,28.3,75.7,73.6,15.0,10.0
20.0,21.9,36.4,97.4,43.8,9.4,87.4,71.7,43.8,25.0,30.0
10.0,28.1,12.3,87.1,62.5,46.8,53.4,29.9,77.6,15.0,50.0
40.0,27.3,21.4,90.8,92.3,82.5,62.8,43.9,77.8,55.0,50.0
90.0,76.4,93.0,56.6,29.5,53.5,92.0,73.1,87.8,90.0,80.0
40.0,31.6,35.3,74.7,70.9,39.7,64.2,71.7,81.5,65.0,40.0
60.0,58.8,51.6,82.9,57.2,77.6,59.4,83.6,49.4,20.0,30.0
20.0,32.5,26.6,86.9,27.9,62.3,52.6,44.7,75.3,50.0,30.0
5.0,16.5,13.1,75.3,51.8,17.6,43.4,33.7,62.7,5.0,20.0
40.0,29.5,40.4,65.1,75.4,58.4,47.5,41.5,73.2,60.0,40.0
60.0,49.4,53.7,99.9,71.4,6.5,76.3,82.0,78.6,75.0,80.0
30.0,30.0,26.6,97.5,0.0,98.7,51.7,77.9,81.0,25.0,30.0
30.0,21.3,34.7,85.9,89.6,98.5,58.5,43.8,61.0,5.0,30.0
40.0,33.5,36.4,97.3,81.7,98.0,54.8,56.8,48.0,60.0,40.0
50.0,29.7,38.7,80.9,78.9,69.8,76.8,58.3,85.6,70.0,60.0
20.0,33.9,40.0,82.9,27.4,94.4,55.5,62.4,86.9,75.0,60.0
40.0,32.9,21.4,69.0,78.3,11.7,41.8,81.8,66.2,30.0,30.0
90.0,92.3,84.0,42.9,21.4,96.1,91.1,52.9,87.8,90.0,80.0
30.0,26.2,35.2,75.7,64.6,16.6,65.2,36.7,75.5,45.0,50.0
20.0,23.3,32.6,72.5,92.3,78.7,70.8,51.9,59.0,55.0,30.0
20.0,24.6,56.3,89.2,61.2,85.4,73.4,77.7,81.4,30.0,10.0
70.0,61.1,68.8,73.7,72.4,83.4,76.3,78.7,67.6,50.0,40.0
40.0,43.7,62.7,99.7,63.1,19.7,67.3,75.8,74.0,40.0,50.0
55.0,44.3,67.3,84.6,75.6,80.7,85.6,78.5,76.4,55.0,60.0
40.0,37.7,58.5,87.0,59.2,90.9,71.0,65.2,87.8,80.0,50.0
30.0,35.2,41.9,91.2,64.5,94.3,73.5,80.2,87.8,55.0,60.0
90.0,64.2,82.8,80.4,56.0,99.8,77.6,55.9,87.8,90.0,80.0
10.0,16.6,17.6,75.5,62.6,19.1,43.4,41.5,53.8,35.0,30.0
90.0,88.0,74.1,51.7,25.6,88.2,89.7,59.6,87.8,90.0,80.0
55.0,66.4,85.0,99.6,83.1,99.0,74.4,82.9,82.5,35.0,50.0
40.0,53.3,56.0,90.2,66.1,20.0,68.2,96.5,81.8,70.0,50.0
20.0,20.2,48.7,89.0,86.6,81.4,40.5,61.4,61.4,30.0,30.0
80.0,74.2,69.3,44.8,14.8,67.9,89.9,72.7,87.8,85.0,70.0
30.0,31.3,42.9,83.0,82.3,80.4,60.7,55.0,67.8,60.0,40.0
45.0,33.6,45.3,79.7,83.6,96.4,71.4,61.6,75.0,45.0,70.0
60.0,38.0,31.0,79.9,42.2,78.1,73.7,80.3,75.8,55.0,30.0
20.0,28.6,52.5,85.6,69.6,1.2,62.7,45.7,71.4,45.0,40.0
30.0,46.9,79.6,80.3,78.2,83.3,69.6,84.1,77.7,65.0,40.0
80.0,72.0,76.9,65.8,48.1,53.3,89.2,97.2,86.8,70.0,70.0
25.0,28.7,32.3,79.6,93.6,95.3,58.4,49.3,85.4,65.0,50.0
80.0,77.9,54.4,74.0,49.8,0.0,72.8,78.4,60.6,55.0,60.0
30.0,29.5,31.3,68.3,86.1,49.7,51.0,50.5,60.0,70.0,50.0
20.0,15.9,21.7,73.5,51.9,54.8,59.8,63.1,71.8,60.0,30.0
40.0,37.8,51.3,92.5,42.6,44.3,77.6,68.6,83.1,65.0,50.0
90.0,84.1,77.0,62.8,47.6,99.0,72.6,43.1,87.8,95.0,80.0
70.0,70.6,68.8,75.7,63.6,67.7,83.1,84.5,71.9,65.0,40.0
50.0,37.9,51.7,68.8,54.1,7.7,53.8,49.8,69.3,55.0,60.0
30.0,23.7,34.5,84.9,79.8,87.4,55.4,26.5,75.4,60.0,60.0
30.0,21.9,29.5,79.1,37.5,75.9,59.8,49.8,86.2,20.0,30.0
30.0,44.2,54.2,66.9,58.8,16.5,64.4,81.9,82.9,50.0,40.0
10.0,20.6,28.2,67.5,79.6,6.2,35.1,47.0,55.6,20.0,30.0
40.0,34.3,35.4,79.6,85.8,78.5,59.6,63.3,79.0,70.0,70.0
15.0,13.4,35.3,90.3,70.4,99.7,75.7,60.8,66.1,0.0,10.0
75.0,55.8,62.8,63.7,47.2,90.0,62.4,53.2,87.8,80.0,60.0
30.0,28.2,28.4,81.8,39.1,3.8,71.8,81.1,74.7,50.0,60.0
70.0,54.9,50.2,77.4,68.6,40.2,63.8,48.0,69.6,70.0,60.0
60.0,49.7,60.0,71.4,91.7,100.0,60.0,55.0,90.0,85.0,70.0
10.0,23.3,22.6,77.94999999999999,72.1,6.9,60.4,55.1,50.5,0.0,20.0
40.0,33.2,56.1,65.9,19.2,70.5,75.8,53.9,82.8,60.0,50.0
65.0,53.4,69.6,92.2,81.8,73.7,74.4,78.0,88.6,85.0,70.0
30.0,31.7,38.8,79.0,79.8,0.0,57.4,65.8,65.0,65.0,50.0
25.0,22.1,45.1,85.6,61.5,87.7,70.0,55.8,74.6,25.0,30.0
40.0,29.5,26.3,85.8,54.4,90.6,70.1,37.9,80.1,50.0,50.0
20.0,19.2,28.2,69.3,86.2,61.0,51.8,73.4,61.2,50.0,40.0
30.0,24.4,42.5,68.4,71.8,77.6,64.3,72.6,72.0,45.0,30.0
70.0,61.2,54.0,81.0,69.8,98.2,68.5,69.7,82.7,75.0,70.0
90.0,88.1,82.0,68.9,65.7,95.9,75.4,87.4,90.0,85.0,80.0
20.0,27.7,33.4,69.8,81.7,84.8,48.0,63.2,73.2,55.0,40.0
95.0,94.0,88.4,71.2,32.3,98.3,96.1,90.2,86.8,80.0,80.0
10.0,22.9,13.8,57.0,66.1,0.0,18.6,63.6,69.1,0.0,20.0
60.0,60.0,56.6,82.1,47.1,81.5,67.3,60.4,88.0,70.0,70.0
60.0,38.0,31.0,80.2,46.5,78.1,73.6,78.4,75.8,55.0,30.0
65.0,52.0,69.6,91.9,87.4,73.7,78.0,68.2,88.4,85.0,70.0
30.0,38.0,39.8,71.9,78.0,14.4,68.2,46.0,76.8,55.0,50.0
40.0,34.0,27.8,77.5,74.6,92.3,57.9,64.3,61.0,55.0,40.0
60.0,57.0,55.1,58.1,0.0,66.3,81.2,57.1,88.0,70.0,50.0
80.0,73.0,76.9,66.2,51.8,53.3,88.8,98.5,87.0,70.0,70.0
30.0,28.0,34.1,77.7,86.1,49.2,65.6,42.1,65.6,50.0,40.0
30.0,30.0,35.2,75.2,66.5,16.6,60.9,37.9,75.4,40.0,50.0
25.0,36.0,13.8,81.2,57.1,18.0,55.4,66.6,54.8,70.0,50.0
30.0,48.0,54.2,66.7,56.0,16.5,64.3,90.9,71.2,55.0,40.0
30.0,29.2,34.3,73.0,0.0,98.6,56.8,83.9,55.4,25.0,30.0
25.0,26.0,56.5,93.2,85.0,87.3,73.7,87.0,79.0,40.0,50.0
30.0,27.0,44.0,78.0,72.1,14.1,47.9,63.8,64.0,50.0,50.0
30.0,32.0,45.2,83.3,88.3,89.4,49.3,48.7,74.8,40.0,60.0
30.0,28.0,28.2,64.5,78.8,96.6,47.3,52.0,73.0,40.0,30.0
20.0,28.0,45.1,86.1,57.8,87.7,76.3,58.9,75.0,25.0,30.0
10.0,19.0,17.6,75.4,31.4,19.1,37.5,33.5,53.8,35.0,30.0
40.0,40.0,56.1,64.2,0.0,70.5,73.3,51.6,83.0,60.0,50.0
30.0,25.0,51.7,61.1,25.7,99.8,67.7,68.6,73.0,15.0,30.0
50.0,53.0,55.6,80.0,89.9,42.5,64.5,54.6,83.8,70.0,50.0
20.0,42.0,40.0,82.9,27.3,94.4,53.5,63.4,87.2,70.0,60.0
70.0,64.0,54.0,79.5,61.9,98.2,66.8,70.0,72.2,70.0,70.0
50.0,36.0,34.3,80.3,76.0,82.2,81.5,81.7,81.2,80.0,70.0
15.0,23.0,25.4,84.5,50.1,58.2,47.4,43.2,70.2,40.0,40.0
55.0,47.0,52.3,98.5,44.2,17.7,68.4,76.1,76.8,65.0,60.0
40.0,41.0,41.7,74.3,70.8,53.4,81.2,69.1,61.2,35.0,30.0
25.0,30.0,17.6,80.2,59.8,77.1,50.5,52.1,69.0,50.0,40.0
20.0,19.0,48.7,89.1,88.0,81.4,39.6,61.7,65.4,30.0,30.0
10.0,28.0,18.7,78.4,76.6,94.8,58.0,56.7,85.4,65.0,50.0
35.0,27.0,45.8,77.7,82.4,80.8,65.4,46.0,71.4,55.0,50.0
60.0,63.0,51.6,82.6,60.1,77.6,61.9,81.1,49.4,20.0,30.0
40.0,38.0,33.5,78.6,88.5,94.7,67.7,63.4,87.0,70.0,60.0
20.0,25.0,54.0,66.9,68.7,51.9,53.5,74.5,85.0,35.0,30.0
15.0,24.0,28.2,68.1,79.5,61.0,51.6,74.4,61.2,40.0,40.0
10.0,20.0,13.8,57.0,71.8,0.0,18.2,65.5,69.2,0.0,20.0
55.0,43.0,55.4,54.2,23.2,68.2,71.9,55.4,88.0,85.0,60.0
70.0,59.0,53.9,53.1,39.8,36.1,77.5,52.6,88.0,85.0,70.0
40.0,35.0,26.3,85.1,51.8,90.6,66.8,40.6,79.8,50.0,50.0
70.0,63.0,56.7,79.5,36.7,79.3,79.5,59.6,88.0,70.0,50.0
90.0,85.0,82.0,70.3,65.1,95.9,78.1,75.3,90.0,85.0,80.0
10.0,22.0,30.7,72.9,85.7,99.1,42.8,38.4,63.0,20.0,20.0
20.0,29.0,32.3,79.6,94.1,95.3,54.7,50.6,84.6,65.0,50.0
10.0,46.0,10.0,61.8,0.0,64.4,20.0,20.0,63.8,0.0,10.0
80.0,71.0,72.7,47.5,2.5,60.8,80.2,43.5,83.0,70.0,70.0
10.0,16.0,12.3,10.0,43.8,11.9,57.7,74.4,40.0,10.0,10.0
30.0,36.0,31.3,68.3,86.7,49.7,55.2,53.2,58.4,70.0,50.0
75.0,55.0,59.9,72.5,67.9,97.0,89.7,51.1,72.6,70.0,80.0
40.0,44.0,51.3,92.6,36.7,44.3,77.1,77.5,84.8,65.0,50.0
17.9,8.0,28.4,91.7,81.2,98.3,61.4,67.5,66.0,55.0,10.0
70.0,71.0,68.8,77.7,65.8,67.7,75.6,79.8,72.0,65.0,40.0
30.0,29.0,29.6,69.7,78.1,24.5,51.9,43.4,67.8,50.0,30.0
30.0,24.0,28.2,96.0,81.9,96.3,58.4,26.3,81.4,75.0,60.0
75.0,48.0,55.9,81.5,40.6,96.2,68.2,82.9,88.0,80.0,80.0
15.0,17.0,35.3,90.2,67.3,99.7,73.1,64.2,69.8,0.0,10.0
30.0,38.0,28.4,83.9,35.6,3.8,68.2,82.7,74.8,50.0,60.0
85.0,72.0,78.3,73.6,45.6,80.8,82.1,76.2,88.0,90.0,70.0
75.0,61.0,82.0,61.9,47.8,79.0,72.4,67.1,88.6,80.0,70.0
50.0,38.0,48.7,79.0,69.3,16.6,65.3,76.6,78.6,60.0,50.0
30.0,30.0,26.6,93.2,0.0,98.7,51.0,79.1,81.0,25.0,30.0
30.0,53.0,79.6,80.2,79.2,83.3,59.5,84.5,80.8,65.0,40.0
90.0,89.0,84.0,43.0,19.2,96.1,87.9,54.0,88.0,90.0,80.0
40.0,33.5,36.4,97.2,83.8,98.0,51.5,46.4,75.4,60.0,40.0
20.0,29.0,56.3,86.4,54.7,85.4,72.0,80.1,81.0,20.0,10.0
95.0,91.0,77.8,39.6,1.8,96.7,97.4,92.1,88.0,90.0,80.0
60.0,45.0,52.6,93.7,70.7,55.5,59.1,74.4,79.6,70.0,60.0
20.0,30.0,13.1,64.7,0.0,20.0,59.8,72.0,79.6,40.0,20.0
50.0,34.0,38.7,77.8,78.0,69.8,71.5,59.9,85.6,70.0,60.0
90.0,68.0,82.8,80.6,53.2,99.8,81.5,58.7,88.0,90.0,80.0
40.0,35.0,45.3,81.5,81.4,96.4,72.5,63.5,75.4,45.0,60.0
30.0,36.0,35.2,80.0,38.7,19.2,66.6,50.5,60.8,25.0,30.0
10.0,25.0,36.0,81.2,93.0,91.7,57.0,51.3,41.4,0.0,10.0
15.0,34.0,44.5,66.8,41.2,52.6,52.8,43.3,68.8,30.0,30.0
50.0,42.0,59.7,69.5,68.2,70.0,73.0,61.6,76.6,50.0,60.0
20.0,22.0,50.3,92.1,81.9,90.4,65.4,46.4,74.6,25.0,30.0
90.0,89.0,82.7,66.4,3.6,81.1,92.6,54.8,88.0,90.0,80.0
30.0,35.0,29.4,84.5,78.8,86.1,71.5,41.5,78.4,75.0,70.0
40.0,48.0,56.5,74.9,46.5,67.2,55.8,42.8,87.2,80.0,60.0
10.0,34.0,12.3,86.8,60.9,46.8,53.7,25.5,77.6,10.0,40.0
70.0,73.0,66.8,77.1,65.1,71.1,72.6,64.3,81.8,80.0,30.0
20.0,28.6,25.4,87.2,79.0,93.4,74.1,92.1,78.4,40.0,20.0
40.0,37.0,44.3,70.9,61.0,60.6,68.8,33.4,78.2,70.0,60.0
70.0,62.0,68.8,73.3,75.3,83.4,70.8,78.2,68.4,60.0,40.0
40.0,38.0,56.6,81.5,73.2,79.9,85.9,76.5,75.0,85.0,50.0
30.0,31.0,28.5,87.2,76.1,67.5,70.6,52.9,87.8,70.0,70.0
10.0,21.0,26.1,66.6,74.2,59.1,37.1,23.7,58.4,0.0,10.0
80.0,74.0,73.2,68.7,47.1,49.3,84.1,90.2,82.6,70.0,50.0
80.0,75.0,69.3,43.6,10.2,67.9,90.7,63.7,88.0,85.0,70.0
50.0,42.0,51.7,68.4,50.9,7.7,53.6,52.1,69.6,50.0,60.0
30.0,33.0,58.0,93.35,73.9,92.8,66.8,72.1,70.8,65.0,30.0
30.0,33.0,34.7,79.9,79.3,79.0,45.0,61.4,67.0,60.0,50.0
30.0,33.0,37.6,77.4,91.4,85.5,55.9,56.4,64.4,20.0,20.0
45.0,28.0,21.4,90.9,94.7,82.5,62.3,45.1,71.8,50.0,50.0
25.0,38.0,41.0,83.0,69.9,39.1,60.1,43.9,74.4,40.0,20.0
55.0,54.0,51.8,78.7,25.9,82.4,74.5,67.7,88.0,75.0,70.0
90.0,81.0,77.1,79.9,48.3,81.2,89.0,76.1,88.4,80.0,80.0
30.0,25.0,34.3,85.2,76.1,80.9,48.3,77.7,63.8,40.0,40.0
50.0,46.0,43.7,84.6,70.8,9.5,62.5,56.9,64.8,65.0,60.0
10.0,21.0,17.6,86.9,77.9,89.2,28.7,79.3,74.2,15.0,10.0
40.0,37.0,44.2,78.5,49.0,28.1,49.1,63.1,72.2,55.0,50.0
35.0,49.0,50.9,68.5,0.0,90.5,54.7,63.9,64.6,45.0,40.0
5.0,17.0,5.0,94.0,93.5,98.6,30.0,20.0,80.0,0.0,10.0
10.0,30.0,29.6,80.8,87.5,65.9,53.4,41.6,70.2,55.0,20.0
15.0,25.0,29.6,65.0,92.0,94.3,27.2,37.5,52.4,45.0,30.0
10.0,19.0,25.3,80.3,76.2,83.6,43.1,63.7,77.6,40.0,30.0
25.0,38.0,42.9,82.4,79.8,80.4,49.6,57.8,68.2,65.0,40.0
55.0,69.0,85.0,99.5,85.8,99.0,74.7,83.8,82.4,40.0,50.0
70.0,71.0,48.7,97.8,83.2,59.0,68.9,75.3,52.2,30.0,60.0
70.0,68.0,60.0,99.7,71.9,95.4,70.5,71.2,81.8,45.0,50.0
30.0,18.0,22.2,91.5,59.9,5.4,54.0,57.1,77.6,50.0,30.0
90.0,83.0,74.1,51.8,23.8,88.2,84.3,66.3,88.0,90.0,80.0
40.0,43.0,58.5,86.9,62.3,90.9,69.8,68.6,88.0,80.0,50.0
20.0,28.0,26.6,91.3,70.6,0.0,54.7,60.7,75.8,60.0,60.0
5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,46.0,62.7,99.7,61.9,19.7,65.8,72.7,76.4,40.0,50.0
40.0,41.0,40.4,71.3,74.6,58.4,54.6,39.5,74.0,60.0,40.0
30.0,11.0,21.4,86.4,94.5,85.5,49.0,43.8,55.6,15.0,30.0
60.0,48.0,53.7,99.9,73.1,6.5,72.5,83.1,78.6,65.0,80.0
30.0,6.7,48.7,82.4,78.3,50.0,59.1,61.8,70.4,50.0,50.0
75.0,58.0,50.2,78.3,67.9,40.2,61.8,42.1,69.6,70.0,60.0
60.0,57.0,62.4,92.9,61.3,96.7,84.9,62.0,88.0,80.0,80.0
15.0,35.0,22.3,79.1,51.0,47.0,51.4,51.3,71.4,30.0,40.0
20.0,25.0,29.5,78.7,28.0,75.9,59.3,48.2,85.8,15.0,30.0
45.0,42.0,44.8,82.4,27.1,67.0,57.8,70.4,78.2,75.0,50.0
90.0,80.0,77.0,62.3,42.2,99.0,71.3,42.1,88.0,95.0,80.0
20.0,28.0,36.8,88.1,59.7,95.5,74.5,79.1,76.0,55.0,50.0
15.0,31.0,36.3,79.1,77.1,27.3,61.5,62.9,78.6,15.0,30.0
25.0,20.0,24.5,90.5,87.5,92.1,29.2,62.2,72.2,60.0,50.0
30.0,26.0,34.5,84.9,78.7,87.4,53.2,28.0,77.6,60.0,60.0
20.0,21.0,21.7,73.5,61.3,54.8,61.4,68.1,72.2,60.0,30.0
30.0,29.0,23.1,84.1,87.1,90.1,53.5,57.5,77.8,75.0,40.0
10.0,22.0,28.2,67.4,60.7,6.2,36.8,36.0,62.4,30.0,30.0
60.0,49.7,60.0,71.8,91.8,100.0,60.0,50.0,90.0,85.0,70.0
10.0,17.0,22.6,77.94999999999999,72.1,6.9,57.3,49.1,50.5,0.0,20.0
25.0,26.0,38.5,73.3,89.0,78.1,43.3,87.5,76.6,60.0,40.0
30.0,34.0,31.0,76.6,83.6,22.2,39.2,40.9,65.6,55.0,40.0
25.0,28.0,38.8,75.4,73.4,0.0,55.7,66.7,65.0,65.0,50.0
10.0,15.0,22.6,95.0,37.5,19.9,46.8,66.7,80.0,5.0,10.0
25.0,25.0,29.6,71.7,87.8,60.9,41.6,47.8,59.6,35.0,50.0
20.0,32.0,52.5,85.8,68.0,1.2,65.4,53.6,70.0,50.0,40.0
95.0,91.0,88.4,70.4,43.0,98.3,95.5,91.4,86.8,80.0,80.0
90.0,78.0,78.0,60.8,40.1,90.8,88.2,51.2,88.0,90.0,70.0
50.0,54.0,38.8,79.8,59.4,90.7,67.7,63.9,44.0,50.0,30.0
90.0,69.0,80.9,50.1,19.8,81.1,78.0,76.7,88.0,90.0,70.0
90.0,75.0,84.0,93.2,89.7,100.0,100.0,95.9,90.0,90.0,90.0
35.0,36.0,21.4,69.3,73.8,11.7,42.2,81.9,66.2,30.0,30.0
90.0,81.0,92.9,63.7,61.8,84.6,94.1,81.6,86.4,80.0,90.0
45.0,50.0,52.5,76.1,57.6,93.6,61.0,50.2,84.6,75.0,60.0
35.0,38.0,35.4,79.4,85.5,78.5,53.3,53.3,85.2,75.0,70.0
25.0,27.0,42.5,68.7,70.8,77.6,63.8,74.5,72.0,45.0,30.0
25.0,22.3,42.9,81.3,74.6,82.4,63.2,75.2,70.2,50.0,50.0
90.0,71.0,63.4,76.5,83.3,91.7,69.3,67.0,82.0,90.0,70.0
55.0,36.0,54.3,79.4,78.3,13.2,43.3,48.7,64.6,35.0,40.0
30.0,41.0,41.9,91.0,64.5,94.3,68.5,76.6,88.0,65.0,60.0
20.0,40.0,65.4,69.7,81.5,85.9,52.1,63.0,71.8,25.0,30.0
20.0,19.0,24.1,46.2,83.6,81.9,27.1,47.7,55.2,45.0,40.0
35.0,60.0,56.0,87.0,63.6,20.0,68.3,96.9,81.8,70.0,50.0
15.0,26.0,41.4,86.2,86.8,61.2,59.5,57.1,58.6,30.0,20.0
90.0,86.0,91.5,91.2,93.8,80.0,96.9,96.9,90.0,85.0,80.0
35.0,44.0,60.7,91.4,65.6,78.1,79.2,70.7,86.2,60.0,60.0
40.0,49.0,64.2,87.2,73.8,93.5,88.6,79.9,88.6,80.0,60.0
70.0,62.0,68.9,61.1,28.8,46.0,87.5,42.9,88.0,70.0,60.0
90.0,76.0,93.0,62.9,30.3,53.5,91.1,75.6,88.0,90.0,80.0
80.0,75.0,54.4,73.8,42.1,0.0,71.6,69.2,63.8,65.0,60.0
25.0,21.9,36.4,95.5,50.6,9.4,85.8,73.4,47.8,30.0,30.0
30.0,31.0,34.7,85.6,88.9,98.5,65.7,44.3,61.8,5.0,30.0
40.0,39.0,35.3,76.4,68.6,39.7,60.5,69.3,76.0,55.0,40.0
35.0,37.0,48.3,85.0,88.4,30.4,72.5,58.7,71.6,30.0,40.0
90.0,86.0,83.3,52.1,43.8,97.8,92.1,48.2,89.4,75.0,60.0
55.0,50.0,67.3,84.4,74.0,80.7,93.5,75.7,80.0,55.0,60.0
60.0,58.0,67.7,73.6,61.5,84.7,71.6,68.7,72.8,75.0,30.0
75.0,56.0,62.8,63.1,44.4,90.0,61.0,55.6,88.0,80.0,60.0
20.0,24.0,22.1,93.6,53.2,78.9,73.7,85.0,80.2,60.0,50.0
30.0,36.0,37.1,79.1,89.3,97.2,55.3,58.2,75.4,60.0,60.0
90.0,78.0,71.5,72.0,32.6,94.3,90.5,62.2,88.0,70.0,60.0
25.0,42.0,26.6,87.8,41.4,62.3,65.1,45.8,75.2,50.0,30.0
20.0,36.0,46.3,84.4,82.8,67.2,82.7,64.3,85.4,75.0,70.0
5.0,20.0,13.1,75.0,52.0,17.6,41.6,24.2,62.8,0.0,20.0
50.0,53.0,58.9,84.4,59.2,95.3,82.1,61.5,88.0,85.0,50.0
70.0,61.0,69.2,80.4,87.1,90.8,92.4,55.2,86.4,75.0,60.0
25.0,28.0,33.4,69.6,89.2,84.8,47.2,50.7,73.2,60.0,40.0
45.0,43.0,53.5,97.7,61.1,99.3,58.6,64.2,76.2,55.0,50.0
20.0,27.0,32.6,72.7,92.0,78.7,62.2,63.7,59.0,45.0,30.0
50.0,47.0,38.0,80.8,55.1,84.9,69.6,56.5,88.0,80.0,70.0
60.0,58.0,55.1,58.6,0.0,66.3,82.0,55.4,88.0,70.0,50.0
25.0,29.0,38.8,75.5,78.0,0.0,53.4,65.8,65.0,65.0,50.0
30.0,36.0,21.4,69.4,70.3,11.7,48.8,76.3,68.4,30.0,30.0
90.0,86.0,82.0,70.9,66.3,95.9,82.2,72.1,90.0,85.0,80.0
80.0,74.0,76.9,65.6,54.7,53.3,84.7,91.4,87.0,70.0,70.0
40.0,49.0,62.7,99.7,56.8,19.7,69.9,68.5,77.8,40.0,50.0
70.0,55.0,59.9,73.8,69.7,97.0,91.1,50.6,74.6,70.0,80.0
40.0,38.0,48.3,85.1,90.0,30.4,70.3,56.5,72.4,35.0,40.0
10.0,23.0,28.2,66.9,55.8,6.2,35.9,38.8,52.0,40.0,30.0
40.0,40.0,41.7,74.0,73.4,53.4,81.3,64.0,62.2,35.0,30.0
70.0,63.0,68.9,60.5,24.8,46.0,85.3,43.5,88.0,70.0,60.0
15.0,18.0,35.3,90.4,66.6,99.7,67.1,61.9,65.6,0.0,10.0
20.0,27.0,45.1,82.2,56.2,87.7,72.2,57.6,72.4,25.0,30.0
15.0,31.0,36.3,79.3,75.1,27.3,58.3,62.6,83.0,25.0,40.0
50.0,50.0,38.0,80.1,49.5,84.9,68.4,55.0,88.0,75.0,70.0
70.0,71.0,68.8,76.9,70.6,67.7,77.6,76.2,72.0,65.0,40.0
30.0,29.0,29.6,68.7,80.4,24.5,51.4,46.2,71.2,50.0,30.0
50.0,41.0,44.8,84.3,44.1,67.0,60.2,66.2,77.8,70.0,50.0
70.0,71.0,48.7,97.9,84.3,59.0,70.7,72.8,64.0,40.0,60.0
25.0,26.0,29.5,78.6,30.6,75.9,56.8,47.9,85.8,20.0,30.0
30.0,38.0,39.8,73.3,81.1,14.4,66.4,48.3,78.2,50.0,50.0
25.0,26.0,38.5,73.2,91.5,78.1,40.3,83.7,72.8,60.0,40.0
70.0,60.0,53.9,58.3,41.1,36.1,76.0,51.7,88.0,85.0,70.0
25.0,28.6,25.4,86.9,76.3,93.4,76.4,86.1,79.6,40.0,20.0
50.0,55.0,38.8,79.3,62.0,90.7,66.0,62.1,83.4,55.0,30.0
30.0,38.0,37.1,79.0,89.6,97.2,63.0,57.1,76.4,60.0,60.0
50.0,38.0,48.7,79.4,62.3,16.6,69.5,72.8,78.6,60.0,50.0
